028152|宝马|pos|操/v 控/v 没的说/pos ，/wd 指/v 哪/ry 打/v 哪/ry ，/wd 好几/m 次/qv 要不是/c 宝马/car 的/ude1 操/n 控/v 良好/pos 指向/v 明确/pos 我/rr 可能/pos 出事/vi 都/d 好/a 几/m 回/qv 了/y ，/wd 宝马/car 的/ude1 操/n 控/v 真/d 不是/pos 盖/v 的/ude1
028149|威朗|pos|和/p 别克/car 其他/rzv 车型/n 相比/vi ，/wd 威朗/car 整体/n 视觉/n 重心/n 下移/v ，/wd 更加/d 动感/n ；/wf 内/f 饰/v 方面/n ，/wd 威朗/car 展现/pos 了/ule 美/b 式/k 豪华/pos ，/wd 丰富/pos 的/ude1 线条/n 搭配/vn 亮色/n 木纹/n 装饰/pos ，/wd 时尚/pos 与/cc 运动/n 并存/vi ；/wf 。/wj
028149|别克|neu|和/p 别克/car 其他/rzv 车型/n 相比/vi ，/wd 威朗/car 整体/n 视觉/n 重心/n 下移/v ，/wd 更加/d 动感/n ；/wf 内/f 饰/v 方面/n ，/wd 威朗/car 展现/pos 了/ule 美/b 式/k 豪华/pos ，/wd 丰富/pos 的/ude1 线条/n 搭配/vn 亮色/n 木纹/n 装饰/pos ，/wd 时尚/pos 与/cc 运动/n 并存/vi ；/wf 。/wj
028148|北汽威旺S50|neu|北汽威旺S50/car 试/v 驾/v 体验/v 会/v 。/wj
028147|速派|pos|速派/car 跟/p 我/rr 一个/mq 月/n 了/y ，/wd 车/n 确实/pos 挺/d 好/a ，/wd 沒/w 有/vyou 网友/n 说/v 的/ude1 那些/rz 毛病/neg ，/wd 提/v 速/ag 刚刚/pos 的/ude1
028146|奥迪|neg|进口/v 奥迪/car 1700/m 公里/q 刹车片/n 开裂/v ,/wd 5000/m 公里/q 磨损/vn 极限/n 。/wj
028143|东风风神A60|pos|东风风神A60/car 从/p 轩逸/car 继承/v 的/ude1 盾/q 形/ng 中/f 控/v 面板/n 已经/d 更换/v 了/ule 布局/n ，/wd 空调/n 区域/n 改/vd 为/v 更/d 现代化/vi 的/ude1 电子/n 调节/vn 旋钮/n ，/wd 而/cc 影音/n 系统/pos 部分/n 则/d 使用/v 更/d 直观/a 的/ude1 操作/vn 按键/n ，/wd 上手/neg 难度/n 降低/v 。/wj
028143|轩逸|neu|东风风神A60/car 从/p 轩逸/car 继承/v 的/ude1 盾/q 形/ng 中/f 控/v 面板/n 已经/d 更换/v 了/ule 布局/n ，/wd 空调/n 区域/n 改/vd 为/v 更/d 现代化/vi 的/ude1 电子/n 调节/vn 旋钮/n ，/wd 而/cc 影音/n 系统/pos 部分/n 则/d 使用/v 更/d 直观/a 的/ude1 操作/vn 按键/n ，/wd 上手/neg 难度/n 降低/v 。/wj
028132|君越|neu|只/d 能/v 说/v 还/d 可以/v ，/wd 车门/n 有/vyou 异/ag 响/v 烦/v 死/v 了/y ，/wd 不过/pos 我/rr 一个/mq 人/n 开/v 车/n 音响/n 声音/n 开/v 得/ude3 比较/d 大/a ，/wd 开/v 到/v 40/m 你/rr 懂/v 的/ude1 。/wj 超过/v 40/m 就/d 开始/v 失真/vi 了/y 。/wj 因为/p 我/rr 的/ude1 君越/car 改过/pos 一/m 套/q 意大利/nsf 赫兹/q 的/ude1 音响/n ，/wd 所以/c 不/d 会/v 觉得/v 音响/n 很/d 好/a 。/wj 不是/pos 发烧/b 级别/n 的/ude1 基本/neg 够用/vi 了/y 。/wj
028129|凌渡|pos|凌渡/car 的/ude1 内/f 饰/v 也/d 是/vshi 很/d 精致/pos 的/ude1 ，/wd 增加/v 了/ule 车子/n 的/ude1 摆放/vn 物体/n 空间/n ，/wd 增加/v 了/ule 精美/pos 的/ude1 细节/n 。/wj
028128|英朗|neu|品/v 鉴/ng 会/v 时/ng ，/wd 标致/pos 厂家/n 公开/pos 明示/v 叫/vi 板/ng ，/wd 将/d 朗逸/car 和/p 英朗/car 作为/v 竞争/vn 车型/n 。/wj
028128|朗逸|neu|品/v 鉴/ng 会/v 时/ng ，/wd 标致/pos 厂家/n 公开/pos 明示/v 叫/vi 板/ng ，/wd 将/d 朗逸/car 和/p 英朗/car 作为/v 竞争/vn 车型/n 。/wj
028127|猎豹CS10|neu|猎豹CS10/car 主攻/vn 事业/n 小/a 有/vyou 成就/n 、/wn 积极/pos 进取/vi 的/ude1 都市/n “/wyz 傲/ag 闯/v ”/wyy 族群/n ，/wd 将/d 陆续/d 推出/v 1.5T/x 、/wn 1.6T/x 及/cc 2.0T/x 三/m 种/q 动力/n 配置/vn ，/wd 搭配/v MT/x 、/wn DCT/x 及/cc AT/x 变速器/n 多/m 个/q 版本/n 以/p 供/vi 选择/v 。/wj
028126|奔腾b50|pos|全新/pos 奔腾b50/car 搭载/v 了/ule 4gb/x 系列/n 高性能/pos 发动机/n ，/wd 该/rz 发动机/n 具有/v 高/a 功率/n 、/wn 低速/d 大/a 扭/v 矩/ng 等/udeng 优势/n 。/wj
028122|帕萨特|neg|帕萨特/car 的/ude1 外观/n 造型/n 相对/d 较/d 成熟/pos 稳重/pos ，/wd 相比/vi 迈腾/car 和/p 君越/car 都/d 来/vf 带/v 的/ude1 最新/pos 设计/vn 语言/n ，/wd 帕萨特/car 在/p 造型/n 方面/n 显得/v 有点/d 跟不上/v 节奏/n 。/wj
028122|迈腾|neu|帕萨特/car 的/ude1 外观/n 造型/n 相对/d 较/d 成熟/pos 稳重/pos ，/wd 相比/vi 迈腾/car 和/p 君越/car 都/d 来/vf 带/v 的/ude1 最新/pos 设计/vn 语言/n ，/wd 帕萨特/car 在/p 造型/n 方面/n 显得/v 有点/d 跟不上/v 节奏/n 。/wj
028122|君越|neu|帕萨特/car 的/ude1 外观/n 造型/n 相对/d 较/d 成熟/pos 稳重/pos ，/wd 相比/vi 迈腾/car 和/p 君越/car 都/d 来/vf 带/v 的/ude1 最新/pos 设计/vn 语言/n ，/wd 帕萨特/car 在/p 造型/n 方面/n 显得/v 有点/d 跟不上/v 节奏/n 。/wj
028114|宝马|neu|宝马/car 的/ude1 尾/ng 标/v 通常/d 是/vshi 3/m 个/q 数字/n ，/wd 第一/m 个/q 数字/n 代表/n 不同/pos 级别/n 的/ude1 车型/n ，/wd 后/f 两/m 个/q 数字/n 和/cc 排/v 量/n 挂钩/vi ，/wd 但/c X/x 系列/n 和/cc Z4/x 只有/d 两/m 个/q 数字/n ，/wd 并/cc 没有/v 第一/m 个/q 数字/n 。/wj
028109|大众|neu|大众/car -/wp _/w 途观/car -/wp _/w 2011/m 款/q _/w 1.8TSI_/url 手/n 自/p 一体/n _/w 风尚/n 版/n 。/wj
028109|途观|neu|大众/car -/wp _/w 途观/car -/wp _/w 2011/m 款/q _/w 1.8TSI_/url 手/n 自/p 一体/n _/w 风尚/n 版/n 。/wj
028107|雪佛兰赛欧|neg|雪佛兰赛欧/car 车身/n 锈蚀/vi ，/wd 上海/ns 通用/vn 耍流氓/vl
028105|标致308|pos|昨天/t ，/wd 在/p 北京/ns 前门/n 标致/pos 大道/n ，/wd 新/a 一代/n 标致308/car 首/m 次/qv 亮相/vi ，/wd 这/rzv 款/q 即将/d 上市/vi 的/ude1 新/a 车/n 完全/pos 可以/v 用/v 脱胎换骨/pos 来/vf 形容/v ，/wd 点阵/n 式/k 格/n 栅/ng 前/f 脸/n ，/wd 向/... 硬朗/pos 转化/vn 的/ude1 腰身/n ，/wd 狮/ng 爪/ng 尾灯/n ，/wd 形成/v 了/ule 浑然一体/pos 的/ude1 法式/b 风情/n ，/wd 前/f 几/m 代/q 308/m 法国/nsf 脸/n ，/wd 自主/pos 屁股/n 的/ude1 诟病/neg 终于/d 被/pbei 新/a 车/n 终结/vi 。/wj
028104|知豆|neg|我/rr 被/pbei 它/rr 的/ude1 外形/n 迷住/v 了/y ，/wd 现在/t 真/a 的/ude1 很/d 后悔/neg 选择/v 了/ule 知豆/car ！/wt ！/wt ！/wt 一/m 公里/q 1.9/m 元/q 相当/pos 于/p 多/m 大/a 排/v 量/n 的/ude1 汽车/n ！/wt ！/wt ！/wt ！/wt ！/wt 想/v 要/v 购买/v 知豆/car 的/ude1 朋友/n ，/wd 我/rr 希望/neg 你们/rr 慎重/neg ，/wd 不要/d 和/cc 我/rr 一样/uyy ！/wt ！/wt ！/wt ！/wt
028101|飞度|neu|小型/b 车/n ：/wp 本田/car -/wp 飞度/car 新/a 车/n 指导价/n ：/wp 7.38-11.28万/m 。/wj
028101|本田|neu|小型/b 车/n ：/wp 本田/car -/wp 飞度/car 新/a 车/n 指导价/n ：/wp 7.38-11.28万/m 。/wj
028100|Vision_C|neu|借鉴/v Vision_C/car 概念/n 车/n 的/ude1 设计/vn 语言/n ，/wd 全新/pos 速派/car 凌厉/neg 的/ude1 外观/n 线条/n 给/... 人/n 硬朗/pos 的/ude1 视觉/n 效果/n ，/wd 全新/pos 标/ng 配/v 氙气/n 大/a 灯/n ，/wd 日/qt 间/f 行车/vn 灯/n 也/d 变为/v 流行/pos 的/ude1 光/n 晕/vi 表现/v 方式/n 。/wj
028100|速派|pos|借鉴/v Vision_C/car 概念/n 车/n 的/ude1 设计/vn 语言/n ，/wd 全新/pos 速派/car 凌厉/neg 的/ude1 外观/n 线条/n 给/... 人/n 硬朗/pos 的/ude1 视觉/n 效果/n ，/wd 全新/pos 标/ng 配/v 氙气/n 大/a 灯/n ，/wd 日/qt 间/f 行车/vn 灯/n 也/d 变为/v 流行/pos 的/ude1 光/n 晕/vi 表现/v 方式/n 。/wj
028098|别克凯越|pos|虽然/c 21/m 世纪/n 的/ude1 头/n 十/m 年/qt ，/wd 似乎/neg 任何/rz 一/m 辆/q 具有/v 时尚/pos 外观/n ，/wd 性/ng 价/n 比/p 更/d 受/v 老百姓/n 亲/ng 睐/ng 的/ude1 新/a 车型/n 问世/vi 都/d 能/v 掀起/v 一阵/mq 波澜/n ，/wd 但是/c 大/a 浪淘沙/n 后/f ，/wd 只有/d 别克凯越/car 没有/d 减少/v 的/ude1 迹象/n 。/wj
028097|帝豪GS|pos|从/p 市场/n 角度/n 来看/u ，/wd 帝豪GS/car 拥有/v 年轻化/vn 设计/vn ，/wd 是/vshi 吉利/car 拓展/v 年轻/pos 消费/vn 市场/n 重要/pos 车型/n 。/wj
028097|吉利|pos|从/p 市场/n 角度/n 来看/u ，/wd 帝豪GS/car 拥有/v 年轻化/vn 设计/vn ，/wd 是/vshi 吉利/car 拓展/v 年轻/pos 消费/vn 市场/n 重要/pos 车型/n 。/wj
028095|大众途观|neu|易/vg 手/n 好/a 车/n ●/w 改变/v 生活/vn _/w 2012/m 款/q 大众途观/car
028092|凌渡|neu|下面/f 先/d 就/d 半/m 年/qt 的/ude1 凌渡/car 用车/n 感受/vn ，/wd 我/rr 先/d 跟/p 大家/rr 分享/v 下/vf 它/rr 的/ude1 动力/n 如何/ryv ？/ww
028090|奥迪A4|pos|2000年/t 第二/m 代/q 奥迪A4/car 亮相/vi ，/wd 全新/pos 奥迪A4/car 采用/v 了/ule 代号/n B6/x 的/ude1 大众/car PL46/x 平台/n ，/wd 这个/rz 平台/n 为/v A4/x 提供/v 了/ule 更/d 优秀/pos 的/ude1 底盘/n 结构/n 。/wj
028090|大众|neu|2000年/t 第二/m 代/q 奥迪A4/car 亮相/vi ，/wd 全新/pos 奥迪A4/car 采用/v 了/ule 代号/n B6/x 的/ude1 大众/car PL46/x 平台/n ，/wd 这个/rz 平台/n 为/v A4/x 提供/v 了/ule 更/d 优秀/pos 的/ude1 底盘/n 结构/n 。/wj
028087|斯柯达|pos|人均收入/n 最高/pos 的/ude1 国家/n 之一/rz 瑞士/nsf ，/wd 豪/ag 车/n 遍地/vi ，/wd 但/d 斯柯达/car 的/ude1 销量/n 也/d 很/d 好/a ！/wt
028083|大众|pos|可以/v 看/v 得/ude3 出来/vf 大众/car 是/vshi 足够/v 的/ude1 任性/pos 的/ude1 ，/wd 但是/c 现在/t 的/ude1 大众/car 形象/n 也/d 好/a 、/wn 口碑/n 也好/y 根本/neg 不/d 能/v 和/cc 当初/t 相提并论/vl 。/wj
028077|速派|neu|我/rr 刚/d 结婚/vi ，/wd 和/cc 媳妇/n 儿/k 一起/d 选/v 的/ude1 速派/car 。/wj
028067|英朗|neu|除了/p 价格/n ，/wd 凯越/car 从/p 外形/n 设计/v 到/v 技术/n 配置/vn ，/wd 跟/v 和/p 别克/car 全新/pos 英朗/car 、/wn 威朗/car 、/wn 新/a 一代/n 君/ng 越/d 这些/rz 产品/n 都/d 有/vyou 代沟/n 。/wj
028067|威朗|neu|除了/p 价格/n ，/wd 凯越/car 从/p 外形/n 设计/v 到/v 技术/n 配置/vn ，/wd 跟/v 和/p 别克/car 全新/pos 英朗/car 、/wn 威朗/car 、/wn 新/a 一代/n 君/ng 越/d 这些/rz 产品/n 都/d 有/vyou 代沟/n 。/wj
028067|凯越|neg|除了/p 价格/n ，/wd 凯越/car 从/p 外形/n 设计/v 到/v 技术/n 配置/vn ，/wd 跟/v 和/p 别克/car 全新/pos 英朗/car 、/wn 威朗/car 、/wn 新/a 一代/n 君/ng 越/d 这些/rz 产品/n 都/d 有/vyou 代沟/n 。/wj
028067|别克|neu|除了/p 价格/n ，/wd 凯越/car 从/p 外形/n 设计/v 到/v 技术/n 配置/vn ，/wd 跟/v 和/p 别克/car 全新/pos 英朗/car 、/wn 威朗/car 、/wn 新/a 一代/n 君/ng 越/d 这些/rz 产品/n 都/d 有/vyou 代沟/n 。/wj
028064|朗逸|pos|全新/pos 朗逸/car 真/d 不赖/pos ，/wd 实用/pos 性/ng 给/... 点/n 个/q 赞/b ！/wt
028062|Tiguan|neu|另外/c ，/wd 可以/v 发现/v 全新/pos Tiguan/car 前/f 格/n 栅/ng 增加/v 了/ule 字母/n “/wyz R/x ”/wyy 标识/n ，/wd 证明/v 采用/v R/x -/wp line/x 套/q 件/q 的/ude1 版本/n 也/d 将/d 引入/v 国内/s 。/wj
028056|明锐|neu|明锐/car 的/ude1 车子/n 180/m 适合/v 开/v 吗/y
028055|速派|pos|试/v 驾/v 速派/car 这种/r 担心/neg 就/d 没有/v 了/y ，/wd 我/rr 试/v 了/ule 几/m 次/qv 高速/pos ，/wd 速派/car 的/ude1 操/n 控/v 比较/d 精准/pos ，/wd 方向盘/n 低速/d 灵活/pos 高速/pos 沉稳/pos ，/wd 指/v 哪/ry 打/v 哪/ry ，/wd 底盘/n 也/d 感觉/v 很/d 扎实/pos ，/wd 很/d 紧凑/pos ，/wd 超/h 货车/n 时/ng 没有/d 抖动/v 感/ng ，/wd 刹车/n 反应/vn 灵敏/pos 。/wj
028054|桑塔纳|neu|茶/n 哥/n 点评/v ：/wp 每个/r 月/n 轿车/n 销量/n 榜/n 前/f 十/m 名/q 里面/f ，/wd 也/d 会/v 有/vyou 桑塔纳/car 的/ude1 身影/n ，/wd 对于/p 10万/m 以下/f 的/ude1 合资/vn 品牌/n 家/q 用/p 车/n 来说/uls ，/wd 桑塔纳/car 也/d 是/vshi 比较/d 值得/pos 入手/vi 的/ude1 一/m 款/q 车型/n ，/wd 牌子/n 好/a 、/wn 耐用/pos 、/wn 实用/pos 、/wn 毛病/neg 少/a ，/wd 不过/pos 其/rz 销量/n 也/d 一直/d 排/v 在/p “/wyz 同/p 门/n 兄弟/n ”/wyy 捷达/car 后面/f ，/wd 主要/pos 在/p 性/ng 价/n 比/p 上/f ，/wd 捷达/car 要/v 高/a 一点/mq 点/n 。/wj
028054|捷达|neu|茶/n 哥/n 点评/v ：/wp 每个/r 月/n 轿车/n 销量/n 榜/n 前/f 十/m 名/q 里面/f ，/wd 也/d 会/v 有/vyou 桑塔纳/car 的/ude1 身影/n ，/wd 对于/p 10万/m 以下/f 的/ude1 合资/vn 品牌/n 家/q 用/p 车/n 来说/uls ，/wd 桑塔纳/car 也/d 是/vshi 比较/d 值得/pos 入手/vi 的/ude1 一/m 款/q 车型/n ，/wd 牌子/n 好/a 、/wn 耐用/pos 、/wn 实用/pos 、/wn 毛病/neg 少/a ，/wd 不过/pos 其/rz 销量/n 也/d 一直/d 排/v 在/p “/wyz 同/p 门/n 兄弟/n ”/wyy 捷达/car 后面/f ，/wd 主要/pos 在/p 性/ng 价/n 比/p 上/f ，/wd 捷达/car 要/v 高/a 一点/mq 点/n 。/wj
028051|众泰|neg|众泰/car 提升/v 你/rr 的/ude1 质量/n ，/wd 管/v 好/a 你/rr 的/ude1 售/v 后/f ，/wd 解决/neg 我/rr 的/ude1 问题/n
028050|速派|neu|[/wkz 得意/pos 地/ude2 笑/v ]/wky 而/cc 在/p 这/rzv 一/m 特殊/neg 节点/n 上/f ，/wd 其/rz 将/d 推出/v 目前/t 旗舰/n 轿车/n 速派/car 的/ude1 换代/vn 车型/n 。/wj
028049|凯迪拉克PHEV|neu|其实/pos ，/wd 凯迪拉克PHEV/car 的/ude1 具备/v 相当/pos 的/ude1 操/n 控/v 优势/n 并/cc 不/d 意外/a ，/wd 甚至/d 是/vshi 应该/v 的/ude1 。/wj
028039|昕动|neu|写/v 给/... 纠结/vi 飞度/car 与/p 昕动/car 的/ude1 持/v 币/ng 观望/v 者/k ，/wd 有/vyou 没/d 写/v 清楚/pos 的/ude1 可以/v 追问/v
028039|飞度|neu|写/v 给/... 纠结/vi 飞度/car 与/p 昕动/car 的/ude1 持/v 币/ng 观望/v 者/k ，/wd 有/vyou 没/d 写/v 清楚/pos 的/ude1 可以/v 追问/v
028034|朗逸|pos|以前/f 听/v 妹夫/n 说/v 朗逸/car 很/d 省/v 油/n ，/wd 所以/c 直接/ad 买/v 了/ule 朗逸/car 。/wj
