SentenceId	Content
S30190	半年提车小记，到rav4大家庭露个脸
S30191	节后就买了途观，准备提回家过年的。
S30192	总有一款哈弗，触动你心弦！
S30193	改款福克斯将搭载1.0t、1.5t以及[同意]1.6l三种动力系统可以选择。
S30194	品牌车型：0公里捷达上牌日期：。
S30195	江西宜春一无牌宝马在交警检查强行冲岗后，竟又纠集几名闲杂人员返回执勤点，质问交警为啥拦车，大喊你敲我新车干啥
S30196	君威1.6t耗油量是多少
S30197	确定将缺席2016年巴黎车展的福特公司于近日正式在英国发布了其旗下福特嘉年华st的五门版车型。
S30198	【车型】迈锐宝2014款2.4l自动豪华版。
S30199	昂科拉的悬挂是稍微偏软的，对于路面的细碎颠簸过滤的不错，相对应的是高速过弯的极限不算太高——对于一台suv来说，这样的取舍是完全没问题的
S30200	活动现场，我们的江淮粉丝们，正在陆陆续续的进店。
S30201	雅阁2016款2.0舒适款现在入手有重庆的嘛本人打算购置2016款2.0舒适款雅阁重庆的求小伙伴最近去看了看大家分享下报价撒合适这几天就买了微信15823472241
S30202	职务河北省外经贸厅原副厅长专门向下属机关索取了一辆高尔夫轿车当作运钞车，最多时分成16个行李箱，用这辆
S30203	众泰汽车全系5000元+送装修大礼包。
S30204	奥迪接连发布两款新车，。
S30205	深圳东莞的卡罗拉车主看过来····
S30206	就剩下朗动了，外观好看，整体、优惠都还可以，说实话朗动这车我喜欢了两年，一直觉得12款最好看，现在16款也还行，9月17号订的车，10月11提车，优惠两万二
S30207	海马s5指导价7.98-11.68万元。
S30208	08年朗逸12w公里16年异地年审全过程
S30209	一不小心擦墙上了一不小心擦墙上了欧尚和欧力威x6珠峰版对比，你们觉得哪个漂亮欧尚和欧力威x6珠峰版对比，你们觉得哪个漂亮欧尚和欧力威x6珠峰版对比，你们觉得哪个漂亮欧尚和欧力威x6珠峰版对比，你们觉得
S30210	网签没有办手续房产200多套房子，全是绿地的房产，不愧是南昌绿地房产公司重大客户，徐自己住的是200多平米的豪宅别墅，其名下还有宾利、路虎、保时捷、奔驰、宝马等多辆豪车名车
S30211	东风雪铁龙全新c4l。
S30212	打开夏利的车型页面，车型繁多。
S30213	可当我想与我的人民在一起，我只能开上雪佛兰，拉低帽檐，装上胡子，戴起墨镜，套上假发。
S30214	昨晚上21w的老宝来跑出这个油耗
S30215	跑了一趟小长途来回广珠两地之后，威朗gs的里程表已经突破5000公里了。
S30216	零价差，享潮流——雷凌双擎13.98万起，。
S30217	同时，为了增强新车的竞争力，保时捷还将为高性能版车型提供一台最大功率约372千瓦的发动机。
S30218	别人老说我的车是全新科鲁兹，还有争论说跟迈锐宝呢
S30219	昂科威湖北车友会上海昂科威车友会[更多]媳妇当车模精挑细选美人
S30220	这个估计是很多朗逸车主的共同烦恼吧
S30221	近日，大师获得到江淮品牌全新中型suvs7的实车图片，根据之前消息，新车将配备七座设计，计划在2016年内推向市场
S30222	近期，我市周边县市频发盗窃本田、奥迪等高档轿车案件，人多为团伙、流窜作案，有专门的交通工具，作案手段熟练，作案过程较短，给群众造成了较大的经济损失
S30223	”今年第一季度宝马全球销量为40万辆。
S30224	2016年10月6日，东风雪铁龙北京祥龙博瑞店将携手北京大区，在本店举办“万万没想到”东风雪铁龙全新c4l团购会
S30225	长安汽车永州华捷4s店不见不散。
S30226	09款迈腾1.8t舒适型原车是什么型号机子。
S30227	全新途安l摩登家庭大座驾家庭用车新选择。
S30228	东风雪铁龙张掖天顺4s。
S30229	速派1.8和2.0的油耗差距大吗？
S30230	别克昂科威是目前市场上最畅销的合资suv车型，超越途观，备受瞩目。
S30231	售8.68-9.28万宝骏730智能手动档上市
S30232	嘉华国际南入口，雪铁龙、纳智捷、优惠车展等您哦！。
S30233	逸动、逸动xt、cs15、cs35、cs75等。
S30234	最后在师兄们的煽动下，就买了锐志。
S30235	‘舒适模式’方向盘非常轻盈，比家里的逍客还要轻。
S30236	在动力系统方面，众泰e200国际纯电动车颜值担当，都市轻奢品玩法最新选择。
S30237	当时第一个看中了老款翼虎，也跟销售磨得差不多了，优惠33000，丐版下地价格175000左右，不包含手续费
S30238	这点倒是和同样亿万身家的facebook创始人马克·扎克伯极像，他的座驾也是一辆1.6万美元的本田飞度，真正靠实力获得成就的大土豪，或许是真正对事业的爱，乐在其中的他们不在乎其他的奢侈，因为本来就是从
S30239	新到福克斯，10年9月份上牌1.8排量自动挡高配，配备真皮座椅，天窗，遥控钥匙，铝合金轮毂，倒车雷达等，保养非常好里里外外九成新，现首付只需1万多，喜欢的赶紧
S30240	福睿斯采用了福特家族式的六边形前格栅，即人们常说的“阿斯顿马丁”前脸，这个设计已经应用于蒙迪欧上，此前海外车展展出的新一代福克斯也采用类似的造型
S30241	锐志2013款2.5v尚锐版。
S30242	这辆铃木轿车挂着很霸气的车牌，在路上随意并道，然后就悲剧了。
S30243	~结果后轮有点偏，调过后技术人员竟然告诉我，偏磨是汉兰达的通病，主要就是悬挂的原因导致后轮内侧偏磨厉害~
S30244	至于售价嘛，宝马x1的起售价为28.6万，如果宝马x2引进国产，我猜想价格应该会在30多万。
S30245	如果把这块儿市场比作为“春秋战国”，那么大众品牌当之无愧的就是“霸主”。
S30246	计程车也没有因为等级设配低档而落后，无论林肯如何加速都能紧追不舍，像一只牛皮糖似的怎么也甩不掉，只是要截住它还有点难度
S30247	【新车上市】售价8.68-9.28万宝骏730智能手动档上市
S30248	求问2016新生代骐达最高配
S30249	幻速s3l目前提供一款5速手动变速箱，变速箱挡位清晰，行程适中，但吸入感与顺畅程度还有提升空间，变速箱的齿比偏密，虽然在高速行驶时会带来稍高的发动机噪音，但对于车辆动力表现的改善还是比较明显的
S30250	，依据新能源积分标准250≤r<350之间每辆车有4分来计算，大众中国至少在这三年里需要分别生产8万，11.25万和15万纯电动汽车才能满足基本的要求
S30251	问：一直以来，众泰汽车饱受争议的“模仿”，您是怎么看的呢？。
S30252	奥迪还在广告中攻击雷克萨斯的自动泊车系统，并宣称奥迪的驾驶者懂得怎样泊车。
S30253	把全新科鲁兹交给我-试驾雪佛兰全新科鲁兹（科技配置篇）
S30254	新车天籁胎压放到多少最合适
S30255	今天我们来谈谈新翼虎。
S30256	铃木天语和奔驰相撞，奔驰绝对没占到便宜！。
S30257	帮我看看ix25这个价格怎么样
S30258	此外，沃尔沃与优步(uber)签署了关于无人驾驶汽车协议，优步将向沃尔沃购买车辆，用以测试其自动驾驶系统
S30259	2017款全新科鲁兹，寻唐山车友，交流讨论～把路交给我～。
S30260	不管哪天过去，都可以在这家店貌似破烂、毫不起眼的店门前，看到一大排奔驰、宝马、保时捷等名车，甚至还有玛沙拉蒂、迈巴赫等顶级名车
S30261	车型一：宝骏730。
S30262	锋驭节油挑战赛火爆来袭！。
S30263	4奥迪(进口)-奥迪a6(进口)。
S30264	杭州收一个12年左右夏朗有的甩过来谢谢
S30265	驭林军车友会是以铃木锋驭车型为依托的全国性大型车友会组织。
S30266	近日，海外媒体曝光一组福特改款蒙迪欧谍照。
S30267	保修服务：雷克萨斯特别为中国消费者提供4年或10万公里保修服务*，混合动力车型更增至6年或15万公里**，确保中国用户安枕无忧
S30268	奥迪2011年款a6l2.0tfsi无级标准型
S30269	【德系行政座驾新标杆大众辉昂实拍解析】[搜狐汽车车图社]早在今年三月初的日内瓦车展中，大众便发布了旗下全新中大型轿车——phideon，新车采用和奥迪a6相同的mlb平台打造，并将由上汽大众引入国内
S30270	宝骏560在易到里面属于什么类型的车
S30271	除了配置和产品品质，宝骏310似乎还想为消费者带来更多的惊喜。
S30272	淮南战区3位优秀领导人奔驰，奥迪，捷豹同时提！
S30273	2015年，比亚迪市值达1600亿元，公司有20万员工，年营业额800亿元。
S30274	你还在为最令人期待的全新宝马5系的跳票而感到遗憾吗？
S30275	桑塔纳1.6自动舒适。
S30276	智能科技通晓人性，昂科威智慧互联系统提供“人车互动”多媒体体验，提升行车操作便利性和安全性，开启自由便捷的拥车生活
S30277	比亚迪新能源汽车展台。
S30278	别克新君威爱信6at变速箱循环机更换自动变速箱油试工。
S30279	请教一下各位大神，英朗导航装7寸的还是10寸的好？
S30280	青岛的别克和雪佛兰的展厅在一起，还有福特，依次看了昂科威，后排凸起太厉害，媳妇超级不喜欢，翼虎也是如此，昂科雷买不起，哈哈，然后上二楼，雪佛兰，有一个大白胖安静的放在展厅的一个角落，可见多么不受重视
S30281	海马s5价格最低且搭载涡轮增压发动机的车型是1.5t手动舒适型运动版，售价为8.98万元，在我们今天推荐的车型里价格是最高的
S30282	第一时间了解长安品牌的最新动态。
S30283	【新车&资讯】一张图读懂一汽丰田家轿升级
S30284	今天正式加入轩逸大家庭
S30285	★豪华商务座驾——英菲尼迪q70l。
S30286	>起亚kx5本月20日...
S30287	就一定是第五代路虎发现了。
S30288	沃尔沃同样计划到2021年。
S30289	夏朗改灯，夏朗改四透，夏朗4远4近，夏朗车灯改装，夏朗车灯升级，夏朗改海拉五，夏朗改海拉六
S30290	最后还是落得一个山寨迈巴赫的别名。
S30291	看看浙江这个女人在宝马车顶干了神马？惊呆朋友圈！
S30292	女：“有路虎，奥迪吗？”。
S30293	刚到贵阳还一脸迷茫，不知道自己接下来要干嘛的这位仁兄，被贵阳最大宾馆门前一辆奥迪汽车吸引了目光，他刚学会开车，正处在兴趣浓厚的时期，所以，事不宜迟，观察几天之后，他弄清楚了车主人的出入时间
S30294	，别克s弯挑战赛带来诸多惊喜，很好玩
