SentenceId	Content
028090	2000年第二代奥迪A4亮相，全新奥迪A4采用了代号B6的大众PL46平台，这个平台为A4提供了更优秀的底盘结构。
028087	人均收入最高的国家之一瑞士，豪车遍地，但斯柯达的销量也很好！
028083	可以看得出来大众是足够的任性的，但是现在的大众形象也好、口碑也好根本不能和当初相提并论。
028077	我刚结婚，和媳妇儿一起选的速派。
028067	除了价格，凯越从外形设计到技术配置，跟和别克全新英朗、威朗、新一代君越这些产品都有代沟。
028064	全新朗逸真不赖，实用性给点个赞！
028062	另外，可以发现全新Tiguan前格栅增加了字母“R”标识，证明采用R-line套件的版本也将引入国内。
028056	明锐的车子180适合开吗
028055	试驾速派这种担心就没有了，我试了几次高速，速派的操控比较精准，方向盘低速灵活高速沉稳，指哪打哪，底盘也感觉很扎实，很紧凑，超货车时没有抖动感，刹车反应灵敏。
028054	茶哥点评：每个月轿车销量榜前十名里面，也会有桑塔纳的身影，对于10万以下的合资品牌家用车来说，桑塔纳也是比较值得入手的一款车型，牌子好、耐用、实用、毛病少，不过其销量也一直排在“同门兄弟”捷达后面，主要在性价比上，捷达要高一点点。
028051	众泰提升你的质量，管好你的售后，解决我的问题
028050	[得意地笑]而在这一特殊节点上，其将推出目前旗舰轿车速派的换代车型。
028049	其实，凯迪拉克PHEV的具备相当的操控优势并不意外，甚至是应该的。
028039	写给纠结飞度与昕动的持币观望者，有没写清楚的可以追问
028034	以前听妹夫说朗逸很省油，所以直接买了朗逸。
028026	现在，小编就带各位看一下，大众新甲壳虫。
028024	茶哥点评：速腾自“断轴事件”之后，销量表现就一直没办法超越朗逸，但前十名里也一直有它的身影，这次虽然排名第七，但也有超过两万辆的月销量，可见它的受欢迎度依旧很高。
028019	在高科技配置方面，速派装配了自动泊车、车道偏离预警，而雅阁则配备了并线辅助功能，另外雅阁上面装配的GPS导航功能则是速派所没有的。
028007	联合腾讯网，上海大众New Polo联合大众一家·上海大众汽车俱乐部掀起了一场助力新青年“梦享2014世界杯”的网络运动。
028000	到2015年，宝马联合高通推出一款专为车主配备的 AR 眼镜，带上这款 AR 眼镜驾驶员在开车时可以看到导航数据、行驶速度、限速提示和岔口信息等。
027998	（价格图转自网上）    而第八代Passat旅行版在欧洲的起售价就不低，再加上选装件，价格自然就上去了，按照国内RLINE版本的配置进行选装，选装件的价格高达1.737万欧元（折合人民币约为12.8万元），14向电动调节ergo座椅7610元，全景天窗9780元，Discover Pro导航14044元，高配行驶辅助系统包（包含主动LED大灯，ACC，）21324元，Nappa皮椅16581元。
027995	虽然开了不到1000多公里，明显感觉方向盘精准，指哪打哪，且方向很轻，开着不是很累。之前都听说大众车地盘硬，果然啊，过个坑坑洼洼的，直接车内都能感觉到，也就叫路感吗，不过感觉支撑力很好，过弯有信心！
027994	北汽幻速H2E2016款 1.5L 手动 经典型 打不着火
027993	昕锐新车剐蹭后发现右后门及叶子板处两层漆
027988	上海大众吴忠唯一指定经销商│吴忠金富源汽车销售服务有限公司。
027987	很高，长安  五菱 这个价格根本买不到。
027974	在福特产品的投标以保持在尾气排放规则中的前列位置的过程中，发动机将发挥重要作用。
027971	在确保安全性和操控性的前提下，速派实现了卓有成效的轻量化。
027966	座椅舒适度绝对超过q5，感觉包裹很严实，材质也很到位，行车时的车内幽静程度也好于q5（怪我吊丝，别的车没接触过）
027956	有了这样的底气，东风风神首次披露了其“十三五”规划——国内前三，2020年品牌影响力达到行业平均水平、市场份额5%、销量125万辆，其中东风风神必达35万辆，挑战50万辆。
027951	斯巴鲁森林人发动机渗漏机油
027949	2016成都车展将会在9月2日正式开幕，在本届车展上，东风标致全新紧凑型SUV——4008将会发布，我们的探馆团队则在现场提前拍摄到这款车的实车。
027946	6月下旬，购买了爱卡与陕西斯柯达做的活动，购买的所谓爱卡定制版的新明锐，送的东西有膜有大屏影像等！
027943	而Jeep呢，小时候住的地方离我们这的部队大院不远，经常能看到吉普车来来往往的，感觉好拉风。
027936	道奇Charger Pursuit便是Charger的警用版本，在《极品飞车》系列游戏中可以经常见到它的身影。
027935	家有凌渡，生活简直太美好
027932	内饰上，新PoloGTI采用了酷黑内饰与格纹镶拼座椅，配合着红色缝线，再加上点缀与换挡护套边框、手刹按钮等处的银色镀铬装饰，能够充分激发车主的驾驭热情。
027926	【上汽大众南通宝腾】爱车凌渡记
027923	刚买一个月的一汽吉林V80汽车着火自燃，厂家与销售方多方推辞，一个月之久不予解决
027922	东风标致高速路上行驶突然出现发动机故障不能加油高速行驶车身抖
027912	前排空间绝对算是宽敞，我原来的POLO没法比，后排空间做为这个级别的车来说，也算不错了，后备箱比较小，后排座椅放倒后不平坦，我认为和应用全尺寸 的备胎有关
027910	车子现在开到2万多公里，开下来没有遇到什么大问题，很多人说迈腾“烧机油”，这个问题自己留意观察了一下，排气管没有冒过黑烟，机油也没有少得很快，“烧机油”自己的车暂时没有，总体来说德系车确实耐用，车子开起来也很顺手，大众的维修点多，保养价格也公道。
027909	我经常把法门比喻成车，虽然世界上有几百种品牌的车，但是只要你会开一种品牌的车，比如会开宝马，那么奔驰、桑塔纳你肯定也会开。
027902	毕竟途安L不是一款讲究操控的运动车型，而是家用的MPV。
027901	各种不该有的小问题出现在宋这个精品车上，真该扇比亚迪几巴掌。
027900	途观：大众品牌认可度比较高，做工扎实，保值率不错。
027894	到后面看看迈腾的后排空间不能说是无敌，但是自己坐过的B级车里属于大的级别。
027892	全新途安L增加了不少新的科技配置，像疲劳监测系统、智能泊车3.0、第2代MIB影音娱乐系统、超大全景天窗、带后排温控的三区空调，基本上都赶上B级车了。
027889	M5、M6是宝马旗下两款高性能轿跑车。
027888	DSG七速双离合变速箱，消除了扭矩的中断，让发动机的动力持续不断而又充分利用，更显驾乘平顺舒适。
027886	有了前驱之后，奥迪将更多精力放到了四驱系统quattro的研发上。
027883	茶哥点评：朗逸蝉联销量榜第一名的位置也很久了，它虽然没有太明显的优点，但也实在找不出它什么缺点，所以对于不少人来说，选择家用车，这辆牌子响、实用性强、销量高、口碑好的车型真乃第一选择了。
027881	New Polo的尾灯看起来很舒服，不规则立体造型非常时尚，清晰的灯腔设计就像炯炯有神的大眼睛，如果再加上后备箱开口的线条，这就是个笑脸，可爱极了！
027879	之前听人说帕美不好开，我开过后基本人肯定那些人在扯淡。
027874	翻看中汽协提供的去年国内汽车总销量排名，排在前列的五菱宏光、大众朗逸、哈弗H6、日产轩逸和宝骏730，均是摸清消费者诉求的贴心棉袄，属于工具而非玩具。
027861	有了SWA变道辅助系统，看不到视角盲区都有全新途安L帮你观测，临近车的位置、速度及方向尽在掌握，让变道更从容。
027860	召回车型：马自达6、马自达8、马自达RX-8。
027859	凯迪拉克则是转型成功的例子，它的特点比林肯清晰得多，外在层面延续美国价值，甚至是对美国经典车致敬，但内在层面用了欧洲技术，做到了所谓的取其精华去其糟粕。
027853	凯迪拉克CT6 PHEV的EVT平顺性应该会强于雷克萨斯的这套系统，不过成本和复杂程度也要更高一些。
027852	它们是来自上汽大众斯柯达的速派，一汽大众的全新迈腾，上汽大众的新帕萨特和广汽本田刚刚经过小改款的第九代雅阁，接下来你将会看到针对这四辆车的外观内饰空间动力的详细对比。
027849	昌河铃木沈阳中航标准4S店欺骗性卖车！
027835	当然是全新迈腾！
027832	大众全新朗逸更换桥头属三包吗?
027829	速派源自大众汽车集团MQB-B平台，长4861mm、宽1865mm、高1489mm的超大车身尺寸和2841mm的轴距成就了宽大座舱；座椅不仅具有良好的支撑性和包裹性，还提供座椅记忆、加热、通风等功能，再加上人性化的 Clean Air双温区全自动空调，满足了年轻车主们对舒适品质的追求。
027827	动力相比之前开的K5动力好很多，完全够用，就是起步没有涡轮增压那种感觉，后段很好
027825	作为上汽大众全新旗舰车型，PHIDEON辉昂用舒适尊贵体验重新定义豪华，将驾乘舒适度提升到全新高度，致力为国内精英人士打造高端品质的C级豪华车生活。
027823	凌渡是一款偏向于运动的A+级别轿车，定位介于速腾和迈腾之间的车型，但其车身尺寸相对紧凑级别轿车没有太大优势，只是在造型上面，颇有点中级车轿跑的风格，号称“奢适宽体轿跑”。
027822	卡罗拉焦作地区指导价：10.78-17.58万。
027820	通过不断推出高品质、高安全、高附加值的精品车型，吉利汽车在中国品牌车企中，领先创新发展。
027818	一汽吉林4S店改装低配当豪配卖
027814	全新速派，综合优惠32000元！
027812	来丰田就看的是卡罗拉，新卡罗拉在我家小区已经快成街车了，开也开过几次了所以也没试驾，要销售写了一份报价。
027810	2015年，美国国家环境保护局认定大众柴油车上安装专门应付尾气排放检测的作弊软件，使汽车能够在车检时以高标准过关。
027807	凭借出色的产品实力与德系高品质，途观在逐步成熟的二手车市场，保值率也长期稳居高位。
027806	中级车王者落幕 别克凯越最后一辆下线
027804	不得不说德系的安全性能一直是我追求的原因之一
027796	河南濮阳众通别克
027794	05年途安电子显示屏时好时坏有什么办法，求大神帮助！
027790	陪哥们儿去提了408，然后去标致大道溜达一圈
027780	除了新一代东风标致308的重磅信息之外，另一款颠覆中级SUV市场的高端智能欧系SUV东风标致4008，也在成都车展全球首发，同样值得期待。
027779	雷克萨斯凌志LX570的底盘系统没有采用时下流行的承载车身和嵌入式大梁结构，而是依然坚持使用坚固的独立承载式大梁。
027776	您上次不是说想买别克车吗？
027775	速腾后悬架断裂召回措施无法接受
027770	我们不妨就来对比一下宝马和QQ，看看到底是哪里不一样。
027767	大众捷达早已是家喻户晓。
027759	上海大众New Polo与大众一家俱乐部发起的全移动化“梦享世界杯“开启了用户和世界杯、用户和上海大众之间的互动新模式。
027758	奥迪汽车公司的新型奥迪TT跑车和新奥迪A3都已经装置了这种DSG。
027757	重庆雷诺泰诺4S店推脱责任不予更换或维修变速箱
027756	丰田将自2016年7月29日起召回部分进口雷克萨斯CT200h车型。
027754	【进口车市 商家新闻】福特野马采用了经典的fastback造型理念，这种长车头短车尾外加溜背的造型可谓经典不衰，也许只有野马不羁的个性才能驾驭它。
027751	必须要承认英朗是辆不错的家用车，外观够漂亮、空间够大、舒适性也不错，但前提是1.5L自然吸气车型。
027750	首先放正心态M4毕竟是一款家用代步的车，想要它能释放出澎湃的动力那纯属是美丽的扯啊。1、2档动力输出确实比较肉，如果你起步非要秒杀其他车那必须得大脚很踹油门，但是伴随而来的却是发动机撕心裂肺的咆哮。上3档2500转换挡动力还是可以接受的超车也不费劲，4、5档不需要深踩油门动力输出很直接开起来很轻盈。高速在限速120情况下感觉不到和其他车有什么差别，当然微型车和豪车除外。
027744	奥迪：90%是领导，10%是冒充领导的暴发户，有钱人中的有权人！。
027743	2016年8月27日至2016年9月1日有幸驾驶我老板的一台福特探险者累计行驶了1000多公里。
027739	凌渡GTS前脸增加了代表性能车款的红色线条及“GTS”标识，上下格栅均采用黑色网状结构，两侧雾灯区采用“导流”设计的哑光饰板装饰，内部熏黑的头灯组及灯眉也让这款家轿迸发出狂野的气息。
027736	全新未拆封轿跑霸王——2.0T凌渡GTS新鲜到店轿跑霸王2.0凌渡GTS现已新店登陆上汽大众佛山金泰店现车到店!诚邀您到店体验2.0T凌渡GTS凌渡GTS在外观上做了一定的改变，前中网格栅运用蜂窝状设计，前保险杠两侧格栅则运用了与高尔夫GTI相似的多条幅装饰，运动感更强。
027733	在今年年初，上海大众的改款帕萨特B7.5上市，对于许多关注B级车的朋友们是个不小的诱惑。
027731	第五位是北京汽车，不评说了，大家自己看图吧。
027729	9 这样的外形第一眼就迷住了我，前脸采用鲨齿式哑光镀铬前格栅很独特，运动气质很足，而且也尽显新款朗境的跨界自由风。
027720	奥迪新车A8L加油跳枪
027719	大众将推出“鸡血版”帕萨特，动力宝马也自愧不如。
027718	动力咋说呢，女的开18i足够了，男的开有时提速太肉太肉，要狠踩油门才行，有时狠踩也慢腾腾的
027714	一开始最想买328gt，全苏州找不到车要等！x3极光都看了，后来去奔驰4s店又转了一群，哎就这辆吧，外形好，内饰也好，动力开了才知道，最后也没有后悔，晚上这车真的好美，美如画
027713	那是2011年6月，范安德在布拉格郊区的斯柯达设计中心把斯柯达最新研发的产品“毫无保留地”展示给应邀前来的李先生和我。
027711	今天我也加入斯柯达昕锐了
027707	在近百年发展史中，马自达品牌始终潜心技术，精工制造，专注驾控，臻于设计，为世人带来了享誉全球的“转子发动机”、“创驰蓝天”技术以及“魂动”设计理念。
027701	相对于老款途安来说，全新途安L中的“L”，首先就表现在尺寸上。
027699	斯巴鲁将推纯电动车 被称为""特斯拉杀手""。
027695	丰田、本田：一笔带过吧 觉得日系车得高配到25W以上的车 档次才能够体现出来 例如锐志、凯美瑞、思铂睿。。。
027691	这些资料也表明了高尔夫确实是一部有历史，有故事，有内涵得车子吧（虽然在朋友中他们大部分都叫我大众脑残粉，可能这只有真正喜欢他的人才会明白，这是一个信仰）介绍完历史了我们也来谈谈我的这部7代高尔夫2015款1.4涡轮增压舒适型为何可以被称之为神车吧。
027690	以后大众将重新评估合约，不会再依赖于某一家供应商，表面类似事件的发生。
027689	新款威驰外观设计改变主要集中在前脸部分，采用了丰田最新家族式设计，V形进气格栅配合两侧新样式的大灯组，使前脸看起来更具时尚感。
027684	选mini，大多数都是冲着外观去的，但个人觉得countryman比小mini好看多了。
027682	苦了老大不能再苦老二了，看车纠结在途观和国光中了……
027678	双龙汽车公司召回部分进口享御和雷斯特汽车
027672	看到途观最早是在一本汽车杂志上面看到，当时杂志上还写了个耸动的标题：“欧洲名车”，呵呵，这是我当时对它最深刻的印象。
027666	出了福特，紧接着就来到对面的上海大众。
027663	中国品牌同样阵容强大，即将于10月份上市的传祺GS8，自北京车展全球首发就已人气爆棚，被誉为最高颜值的7座SUV。
027654	要空间大的，就只有选MPV了，本来考虑了宏光S1，宝骏730，长安欧尚，但是始终不满意。
027650	空调效果及自动化空调操控非常满意，比我朋友的宝马3系不差，夏天开车很舒适；音响效果比较满意，驾驶方向盘上采用驰音的试音碟，有频道与音量调4，很方便，音响效果比我朋友的宝马3系不差。
027649	通电走人，宝马i3悄无声息的驶出了停车场，除了把停车收费员吓了一跳，还吓到了一只趴在车旁的猫。
027646	斯柯达明锐。
027644	7.BMW  宝马集团霸气外露！
027643	编辑从上汽大众方面了解到，生产全新途安L的长沙工厂是目前国内自动化和节能环保程度最高的工厂之一，硬件软件在国内都处于领先位置。
027642	通用旗下品牌雪佛兰也将步入混合动力领域。
027640	宝马立即反击，【大E失荆州 失E走麦城】，你用数字，我用字母，很对仗嘛。
027636	前不久有韩国媒体称，中国汽车工业正在崛起，全面提升竞争力，给现代和起亚带来巨大的麻烦。
027634	在中国，一台几万的桑塔纳撞毁了一台千万 的劳斯莱斯，如果责任方在桑塔纳，那么桑塔纳司机很可能很久一段时间都不会好过了，因为他会因赔偿而背上巨额的债务。
027602	任何品牌成功置换东风本田车型可获得厂家3000元置换补贴。
027595	油箱最小的车（及油耗）1宝马i3油箱大小：9L油耗：0.6L/100km目前宝马i3有两种动力总成，一种是纯电动车，一种是混合动力车。
027594	在同价位车里，小七的性价比是很高的了，205的宽胎，四轮碟刹。性价比很高 配置丰富！
027592	虽然很多人都说，大众的外观基本上都长的差不多，但凌渡的辨识是很高的，细节的处理基本没有瑕疵，除了氙气大灯和日间行车灯很装X。
027591	发动机匹配的是5速手动变速箱或者是6速自动变速箱，其中5速手动变速箱源自于萨博F35变速箱技术，而6速自动变速箱则是采购的爱信2代6速自动变速箱。
027585	斯柯达新中型车-轴距大幅加长减重150斤
027580	斯柯达旗下越级风尚两厢车昕动拥有时尚个性的大掀背设计、宽敞的空间和出众的动力表现，处处透露出“不简单”，6.99万元起的实惠售价更突显了性价比优势。
027577	这是宝马未来技术发展的一个重要方向。
027576	悲催啊！上海大众全新桑塔纳车头右前方塑料壳破裂了
027569	速派新老车型车身尺寸对比。
027566	奥迪A3e-tron在去年以进口的形式在国内上市销售，对于接下来插电混动车的引入中国总经理魏永新(JoachimWedler)先生曾表示：
027565	只能感叹大众太了解中国消费者的需求了，因为这是一款从外观，空间，配置，动力性能都没有明显短板，相当均衡的车子。
027564	刚开始开M2的时候觉得转向系统有点发沉，不像乐风或者其他轿车那样的轻巧。经。。。
027561	十二年轮回，东风日产天籁修得什么果？。
027560	为什么笔者要强调凯迪拉克PHEV搭载的发动机没有直接与电动机关联，更没有因此做出较大的修改？
027558	奔驰的万年CP、好基友宝马，一看对方给台阶了，立马麻溜的就坡下驴了，毕竟“江湖各敬一尺，山水好相逢”。
027554	拥有劲畅你会爱上他。
027552	●沃尔沃S90上市日期：成都车展 预售价：57-72万元。
027551	【2017款明锐亮点口袋书】之车载多媒体系统......czdm。
027544	刚好我家的车正是第一代别克凯越，那就以我的视角谈谈“新三样”之一的凯越吧。
027541	途观所采用的4MOTION系统，是当前同级别市场上唯一的真正智能全时四驱系统。
027538	而由于目前该车型已在华实[加油啊]现投产，全新一代速派将在明年下半年上市。
027537	在宝马和QQ之间，做这样的对比倒也恰如其分。
027536	据了解，此款全新的纯电动车型将拥有类似大众高尔夫的外形，但其内部空间将达到帕萨特的水准，单次充电续航将达到400~600公里，相较于目前市面上的电动汽车优势明显。
027522	每一辆刚刚下线的福特汽车都有许多人等着购买。
027520	打算买个25W左右的SUV，自己看上了途观，朋友推荐了自由光……
027519	V07S 的方向精准不吃胎
027515	我本身想买英朗来着，这几款车新英朗最便宜。
027510	东风雪铁龙世嘉在行驶途中羊角断裂 发生车祸
027508	其实买Polo是在我的意料之外的，本人的第一辆车是14年买的一辆二手的日产颐达，本来就想着糊着开几年，再换好一点的。
027506	作为大众品牌国产的第一辆C级车，既然拿来ABB做“绿叶”，Bobby酱整理了一份车身尺寸的表格来做对比。
027495	然而夸张的销量又让别克不敢对其轻举妄动，因为它会引发别克品牌总销量的“巨震”。
027494	上汽大众全新C级豪华轿车PHIDEON辉昂，其不仅采用多项领先的静音科技，还搭载16扬声器7.1声道丹麦Dynaudio定制化顶级环绕立体声音响系统，以及前瞻智能的MIB人机交互系统，为驾乘者带来高品质的视听享受！
027481	关于北京现代NEW战略的命名含义，常务副总刘智丰给出了解释：
027479	3、长安标致雪铁龙DS 4S。
027476	凯越上市的第一个月，销量就突破7500台，同年11月销量破万，书写了新车上市月销破万的新速度记录。
027470	新途观90码左右出现嚯嚯…声，请教各位老车主解决办法
027466	作为普通老百姓来说兰博基尼基本就不在我们考虑的范围了，只是讲家用车。
027465	在汽车世界里，凌渡也拥有充沛的“体能”和智慧的“大脑”。
027464	北京汽车B40发动机漏油
027463	2016年8月27-28日，长安马自达携手江铃海外4S店在南丰县和龙虎山与众车主举办了一场别具意义的自驾游。
027460	而在8月，长安逸动和悦翔系列则分别获得了明显增长，尤其是逸动（含逸动XT），其月销重新过万，本月共计销售11，824辆，同比增长1.1%。
027456	我最先定的福睿斯，那车静音很好，交了定金后。。。
027452	但是据笔者了解，因为全新迈腾刚刚上市不久，暂时没有优惠，而老款迈腾的库存也被清理的差不多了，所以在价格上相比全新速派并不占优势。
027450	新款轩逸在经济性和舒适度上都下足了功夫，空间大油耗低，相比老款增加了很多安全配置。
027446	上海通用别克林荫大道500公里变速箱自动挡不能起步后来手动也没有了
027443	作为华晨中华品牌的销量支柱车型，中华V3车型销量曾一度突破2万大关，跻身国内SUV排行榜前十名。
027440	在中国，宝马320的新车指导价是低配32.8万元，江华的医生不吃不喝需要65个半月能买得起，就是说不吃不喝5年半左右；而江华的老师需要快7年也能买一台，汽修工需要超过8年半不吃不喝才能买得起。
027438	【凯迪拉克SRX国产将搭载2.0T】凯迪拉克新任总裁约翰·德·尼琛（JohandeNysschen）近日在接受媒体采访时表示：凯迪拉克SRX将成为在华国产车新成员。
027437	经销商名称：东风雪铁龙上海新国金山店。
027435	斯柯达品牌1895年成立于布拉格，是现在世界上为数不多的百年汽车品牌。
027433	（此处不确定，请高人指正）这台夏朗陪伴我3年8个月，跑了6万7千多公里，立下了汗马功劳。
027428	越野车都这样吧悬挂比较硬
027424	SUV因其底盘高、空间大、视野好、越野性能强等自一上市就深受大众喜爱。
027420	现款途安是基于PQ35平台开发的一款MPV车型，2003年在欧洲上市，随后引入国内，目前累计销量达到190万辆。
027415	全新途安L外观变得更立体时尚了，横拉式镀铬前格栅很漂亮，运动感增强，家族式前脸让全新途安L看起来时尚中不失沉稳。
027413	没得说，比长安跟东风好很多，刹车很灵敏，转向稳当，就是倒车有齿轮声音，不知道别的会不会，反正我的车倒车有这声音
027412	现在就只能考虑君威个凌渡了！！
027408	对于一款主打家用的MPV车型，采用中庸的外观设计无可厚非，不过途安L的侧面线条则反其道而行之，更加倾斜的A柱与镀铬饰条勾勒出该车的轮廓，相比前款车型贯穿车门把手并延伸至尾灯的腰线“深邃”且硬朗，车门下方的折线营造出俯冲之感。
027400	爱车昕动，空间大，开着爽
027399	丰田的第一代越野车BJ。
027398	第一辆是轿车，出去玩的多，乡下路比较多，挂地盘常有点事，就萌生了买SUV的念头，刚开始看了很多车，本田CRV，老车了，肯定不错，就是感觉白色的拉花很奇怪，给人一种不安全的感觉， 福特翼虎不错，但是网上喷异味，小毛病，短轴等等一系列问题，想想还是算了。
027397	凯越刚上市的时候，上海通用工厂产能根本就跟不上销量，有经销商甚至要求加价上万元提车，虽然这行为在任何时候都会受到鄙视。
027396	新一代科鲁兹，升级更变美
027393	宝马的发动机2.0的  在这个排量上绝对没得说，特别是在中段加速，在跑高速时我经常用手动挡，加速时的推背感很给力。在城市里开车十字路口变绿灯的时候我总是第一个冲出去，个人习惯问题，很爽。
027388	进入车内，东风标致4008使用了标致第二代“i-Cockpit”内饰风格，中控台采用偏向驾驶员一侧的蝎型造型。
027386	雪铁龙2013款尊贵型前大灯下垂
027380	暑假出门就怕太热，加上车里一闷，再好的心情恐怕也都‘热’没了，好在晶锐的空调真心给力!
027378	斯柯达速派赞助国家田径队、国家自行车队、国家柔道队及国家现代五项队。
027377	与此同时，水晶切割设计风格的广泛应用也让晶锐充满硬朗气质，引擎盖、侧身和车尾等部位随处可见立体感十足的切割型面，营造出极具层次感的光影效果。
027376	本次保时捷Cayman试驾车搭载20英寸轮毂，但是我个人认为尺寸的确有些太大，整体显得有些不协调。
027372	话说，2013款速派1.8T雅士的油耗及用车情况
027361	PQ35平台能出差车吗？老款速腾、高尔夫同为这一平台，过弯倾侧安心。。。
027360	POLO GTI是大众基于A0级车POLO打造的高性能版本。
027359	完全就是抄我们的陆风 X5嘛！。
027358	雪佛兰乐驰车安全气囊未打开造成车主受伤
027353	启辰R30汽车发动机漏油问题
027352	为了保证车身铝材品质全球统一，捷豹路虎甚至动员全球领先的高端铝材供应商诺贝利斯在中国常州建设新厂，生产铝材支持奇瑞捷豹路虎的车身生产。
027339	雷克萨斯在设计和技术上虽然曾借鉴过奔驰，但借鉴归借鉴，雷克萨斯却能 提炼出自己另一种口味。
027333	新车前脸也融入了本田家 族最新的设计风格，配合LED前大灯组和犀利的前保险杠使新车看起来多了一份攻击性。
027321	有“小君越”之称的别克英朗GT以高级轿车的产品实力开创中高级车市场的崭新格局，凭借全球先进科技及造车工艺，突破现有对中级车的定义，真正将性能与舒适融为一体，满足新一代主流中坚追求完美的当代价值观，致力于为他们带来全方位提升的“越级”感官体验，帮助他们在不断进取中拓展更为宽广的人生境界。
027320	从外观上来说的话，昂科威大气，内饰豪华，科技感强。
027317	北京现代名图 天窗橡胶跟原有的位置不接轨
027316	由于之前我们在北京试驾的是纯电动版的宝马i3，所以对续航里程非常敏感，换到今天这辆有增程功能的i3上，一时还适应不过来。
